sampleName	cellAnno	cellIden
human4_lib1.final_cell_0587	beta	4
human4_lib1.final_cell_0588	alpha	3
human4_lib1.final_cell_0589	beta	4
human4_lib1.final_cell_0590	ductal	6
human4_lib1.final_cell_0591	alpha	3
human4_lib1.final_cell_0592	ductal	6
human4_lib1.final_cell_0593	alpha	3
human4_lib1.final_cell_0594	activated_stellate	2
human4_lib1.final_cell_0595	ductal	6
human4_lib1.final_cell_0596	ductal	6
human4_lib1.final_cell_0597	beta	4
human4_lib1.final_cell_0598	beta	4
human4_lib1.final_cell_0599	ductal	6
human4_lib1.final_cell_0600	ductal	6
human4_lib1.final_cell_0601	ductal	6
human4_lib1.final_cell_0602	ductal	6
human4_lib3.final_cell_0001	beta	4
human4_lib3.final_cell_0002	delta	5
human4_lib3.final_cell_0003	delta	5
human4_lib3.final_cell_0004	beta	4
human4_lib3.final_cell_0005	ductal	6
human4_lib3.final_cell_0006	ductal	6
human4_lib3.final_cell_0007	beta	4
human4_lib3.final_cell_0008	ductal	6
human4_lib3.final_cell_0009	ductal	6
human4_lib3.final_cell_0010	beta	4
human4_lib3.final_cell_0011	ductal	6
human4_lib3.final_cell_0012	beta	4
human4_lib3.final_cell_0013	ductal	6
human4_lib3.final_cell_0014	ductal	6
human4_lib3.final_cell_0015	ductal	6
human4_lib3.final_cell_0016	beta	4
human4_lib3.final_cell_0017	ductal	6
human4_lib3.final_cell_0018	delta	5
human4_lib3.final_cell_0019	alpha	3
human4_lib3.final_cell_0020	ductal	6
human4_lib3.final_cell_0021	ductal	6
human4_lib3.final_cell_0022	ductal	6
human4_lib3.final_cell_0023	activated_stellate	2
human4_lib3.final_cell_0024	beta	4
human4_lib3.final_cell_0025	beta	4
human4_lib3.final_cell_0026	delta	5
human4_lib3.final_cell_0027	beta	4
human4_lib3.final_cell_0028	ductal	6
human4_lib3.final_cell_0029	beta	4
human4_lib3.final_cell_0030	delta	5
human4_lib3.final_cell_0031	ductal	6
human4_lib3.final_cell_0032	alpha	3
human4_lib3.final_cell_0033	delta	5
human4_lib3.final_cell_0034	beta	4
human4_lib3.final_cell_0035	ductal	6
human4_lib3.final_cell_0036	delta	5
human4_lib3.final_cell_0037	beta	4
human4_lib3.final_cell_0038	ductal	6
human4_lib3.final_cell_0039	delta	5
human4_lib3.final_cell_0040	beta	4
human4_lib3.final_cell_0041	beta	4
human4_lib3.final_cell_0042	beta	4
human4_lib3.final_cell_0043	ductal	6
human4_lib3.final_cell_0044	ductal	6
human4_lib3.final_cell_0045	ductal	6
human4_lib3.final_cell_0046	ductal	6
human4_lib3.final_cell_0047	delta	5
human4_lib3.final_cell_0048	alpha	3
human4_lib3.final_cell_0049	ductal	6
human4_lib3.final_cell_0050	delta	5
human4_lib3.final_cell_0051	beta	4
human4_lib3.final_cell_0052	beta	4
human4_lib3.final_cell_0053	delta	5
human4_lib3.final_cell_0054	ductal	6
human4_lib3.final_cell_0055	ductal	6
human4_lib3.final_cell_0056	delta	5
human4_lib3.final_cell_0057	ductal	6
human4_lib3.final_cell_0058	delta	5
human4_lib3.final_cell_0059	activated_stellate	2
human4_lib3.final_cell_0060	alpha	3
human4_lib3.final_cell_0061	beta	4
human4_lib3.final_cell_0062	ductal	6
human4_lib3.final_cell_0063	ductal	6
human4_lib3.final_cell_0064	macrophage	10
human4_lib3.final_cell_0065	beta	4
human4_lib3.final_cell_0066	beta	4
human4_lib3.final_cell_0067	beta	4
human4_lib3.final_cell_0068	beta	4
human4_lib3.final_cell_0069	ductal	6
human4_lib3.final_cell_0070	delta	5
human4_lib3.final_cell_0071	ductal	6
human4_lib3.final_cell_0072	activated_stellate	2
human4_lib3.final_cell_0073	alpha	3
human4_lib3.final_cell_0074	delta	5
human4_lib3.final_cell_0075	ductal	6
human4_lib3.final_cell_0076	ductal	6
human4_lib3.final_cell_0077	beta	4
human4_lib3.final_cell_0078	beta	4
human4_lib3.final_cell_0079	ductal	6
human4_lib3.final_cell_0080	delta	5
human4_lib3.final_cell_0081	beta	4
human4_lib3.final_cell_0082	alpha	3
human4_lib3.final_cell_0083	delta	5
human4_lib3.final_cell_0084	gamma	9
human4_lib3.final_cell_0085	beta	4
human4_lib3.final_cell_0086	ductal	6
human4_lib3.final_cell_0087	alpha	3
human4_lib3.final_cell_0088	alpha	3
human4_lib3.final_cell_0089	beta	4
human4_lib3.final_cell_0090	activated_stellate	2
human4_lib3.final_cell_0091	beta	4
human4_lib3.final_cell_0092	beta	4
human4_lib3.final_cell_0093	delta	5
human4_lib3.final_cell_0094	beta	4
human4_lib3.final_cell_0095	alpha	3
human4_lib3.final_cell_0096	ductal	6
human4_lib3.final_cell_0097	beta	4
human4_lib3.final_cell_0098	alpha	3
human4_lib3.final_cell_0099	beta	4
human4_lib3.final_cell_0100	ductal	6
human4_lib3.final_cell_0101	beta	4
human4_lib3.final_cell_0102	alpha	3
human4_lib3.final_cell_0103	beta	4
human4_lib3.final_cell_0104	ductal	6
human4_lib3.final_cell_0105	beta	4
human4_lib3.final_cell_0106	ductal	6
human4_lib3.final_cell_0107	delta	5
human4_lib3.final_cell_0108	beta	4
human4_lib3.final_cell_0109	alpha	3
human4_lib3.final_cell_0110	delta	5
human4_lib3.final_cell_0111	delta	5
human4_lib3.final_cell_0112	beta	4
human4_lib3.final_cell_0113	ductal	6
human4_lib3.final_cell_0114	alpha	3
human4_lib3.final_cell_0115	delta	5
human4_lib3.final_cell_0116	beta	4
human4_lib3.final_cell_0117	beta	4
human4_lib3.final_cell_0118	alpha	3
human4_lib3.final_cell_0119	quiescent_stellate	12
human4_lib3.final_cell_0120	alpha	3
human4_lib3.final_cell_0121	beta	4
human4_lib3.final_cell_0122	activated_stellate	2
human4_lib3.final_cell_0123	ductal	6
human4_lib3.final_cell_0124	alpha	3
human4_lib3.final_cell_0125	ductal	6
human4_lib3.final_cell_0126	beta	4
human4_lib3.final_cell_0127	alpha	3
human4_lib3.final_cell_0128	alpha	3
human4_lib3.final_cell_0129	ductal	6
human4_lib3.final_cell_0130	ductal	6
human4_lib3.final_cell_0131	ductal	6
human4_lib3.final_cell_0132	alpha	3
human4_lib3.final_cell_0133	alpha	3
human4_lib3.final_cell_0134	alpha	3
human4_lib3.final_cell_0135	beta	4
human4_lib3.final_cell_0136	beta	4
human4_lib3.final_cell_0137	delta	5
human4_lib3.final_cell_0138	ductal	6
human4_lib3.final_cell_0139	beta	4
human4_lib3.final_cell_0140	beta	4
human4_lib3.final_cell_0141	ductal	6
human4_lib3.final_cell_0142	beta	4
human4_lib3.final_cell_0143	beta	4
human4_lib3.final_cell_0144	ductal	6
human4_lib3.final_cell_0145	gamma	9
human4_lib3.final_cell_0146	ductal	6
human4_lib3.final_cell_0147	alpha	3
human4_lib3.final_cell_0148	delta	5
human4_lib3.final_cell_0149	beta	4
human4_lib3.final_cell_0150	beta	4
human4_lib3.final_cell_0151	beta	4
human4_lib3.final_cell_0152	beta	4
human4_lib3.final_cell_0153	alpha	3
human4_lib3.final_cell_0154	delta	5
human4_lib3.final_cell_0155	beta	4
human4_lib3.final_cell_0156	beta	4
human4_lib3.final_cell_0157	beta	4
human4_lib3.final_cell_0158	ductal	6
human4_lib3.final_cell_0159	ductal	6
human4_lib3.final_cell_0160	ductal	6
human4_lib3.final_cell_0161	delta	5
human4_lib3.final_cell_0162	beta	4
human4_lib3.final_cell_0163	alpha	3
human4_lib3.final_cell_0164	alpha	3
human4_lib3.final_cell_0165	delta	5
human4_lib3.final_cell_0166	ductal	6
human4_lib3.final_cell_0167	ductal	6
human4_lib3.final_cell_0168	beta	4
human4_lib3.final_cell_0169	beta	4
human4_lib3.final_cell_0170	alpha	3
human4_lib3.final_cell_0171	gamma	9
human4_lib3.final_cell_0172	beta	4
human4_lib3.final_cell_0173	alpha	3
human4_lib3.final_cell_0174	delta	5
human4_lib3.final_cell_0175	alpha	3
human4_lib3.final_cell_0176	beta	4
human4_lib3.final_cell_0177	delta	5
human4_lib3.final_cell_0178	ductal	6
human4_lib3.final_cell_0179	ductal	6
human4_lib3.final_cell_0180	beta	4
human4_lib3.final_cell_0181	ductal	6
human4_lib3.final_cell_0182	beta	4
human4_lib3.final_cell_0183	alpha	3
human4_lib3.final_cell_0184	alpha	3
human4_lib3.final_cell_0185	ductal	6
human4_lib3.final_cell_0186	beta	4
human4_lib3.final_cell_0187	gamma	9
human4_lib3.final_cell_0188	alpha	3
human4_lib3.final_cell_0189	beta	4
human4_lib3.final_cell_0190	delta	5
human4_lib3.final_cell_0191	ductal	6
human4_lib3.final_cell_0192	beta	4
human4_lib3.final_cell_0193	alpha	3
human4_lib3.final_cell_0194	ductal	6
human4_lib3.final_cell_0195	alpha	3
human4_lib3.final_cell_0196	gamma	9
human4_lib3.final_cell_0197	beta	4
human4_lib3.final_cell_0198	beta	4
human4_lib3.final_cell_0199	beta	4
human4_lib3.final_cell_0200	ductal	6
human4_lib3.final_cell_0201	ductal	6
human4_lib3.final_cell_0202	beta	4
human4_lib3.final_cell_0203	gamma	9
human4_lib3.final_cell_0204	ductal	6
human4_lib3.final_cell_0205	alpha	3
human4_lib3.final_cell_0206	activated_stellate	2
human4_lib3.final_cell_0207	ductal	6
human4_lib3.final_cell_0208	gamma	9
human4_lib3.final_cell_0209	ductal	6
human4_lib3.final_cell_0210	alpha	3
human4_lib3.final_cell_0211	activated_stellate	2
human4_lib3.final_cell_0212	alpha	3
human4_lib3.final_cell_0213	beta	4
human4_lib3.final_cell_0214	beta	4
human4_lib3.final_cell_0215	macrophage	10
human4_lib3.final_cell_0216	ductal	6
human4_lib3.final_cell_0217	alpha	3
human4_lib3.final_cell_0218	delta	5
human4_lib3.final_cell_0219	beta	4
human4_lib3.final_cell_0220	ductal	6
human4_lib3.final_cell_0221	ductal	6
human4_lib3.final_cell_0222	ductal	6
human4_lib3.final_cell_0223	beta	4
human4_lib3.final_cell_0224	delta	5
human4_lib3.final_cell_0225	beta	4
human4_lib3.final_cell_0226	alpha	3
human4_lib3.final_cell_0227	ductal	6
human4_lib3.final_cell_0228	beta	4
human4_lib3.final_cell_0229	ductal	6
human4_lib3.final_cell_0230	activated_stellate	2
human4_lib3.final_cell_0231	alpha	3
human4_lib3.final_cell_0232	beta	4
human4_lib3.final_cell_0233	delta	5
human4_lib3.final_cell_0234	beta	4
human4_lib3.final_cell_0235	beta	4
human4_lib3.final_cell_0236	delta	5
human4_lib3.final_cell_0237	beta	4
human4_lib3.final_cell_0238	alpha	3
human4_lib3.final_cell_0239	alpha	3
human4_lib3.final_cell_0240	alpha	3
human4_lib3.final_cell_0241	ductal	6
human4_lib3.final_cell_0242	alpha	3
human4_lib3.final_cell_0243	alpha	3
human4_lib3.final_cell_0244	beta	4
human4_lib3.final_cell_0245	ductal	6
human4_lib3.final_cell_0246	ductal	6
human4_lib3.final_cell_0247	ductal	6
human4_lib3.final_cell_0248	alpha	3
human4_lib3.final_cell_0249	beta	4
human4_lib3.final_cell_0250	delta	5
human4_lib3.final_cell_0251	beta	4
human4_lib3.final_cell_0252	ductal	6
human4_lib3.final_cell_0253	beta	4
human4_lib3.final_cell_0254	ductal	6
human4_lib3.final_cell_0255	beta	4
human4_lib3.final_cell_0256	alpha	3
human4_lib3.final_cell_0257	beta	4
human4_lib3.final_cell_0258	beta	4
human4_lib3.final_cell_0259	ductal	6
human4_lib3.final_cell_0260	activated_stellate	2
human4_lib3.final_cell_0261	ductal	6
human4_lib3.final_cell_0262	beta	4
human4_lib3.final_cell_0263	ductal	6
human4_lib3.final_cell_0264	activated_stellate	2
human4_lib3.final_cell_0265	ductal	6
human4_lib3.final_cell_0266	beta	4
human4_lib3.final_cell_0267	beta	4
human4_lib3.final_cell_0268	beta	4
human4_lib3.final_cell_0269	delta	5
human4_lib3.final_cell_0270	alpha	3
human4_lib3.final_cell_0271	delta	5
human4_lib3.final_cell_0272	alpha	3
human4_lib3.final_cell_0273	ductal	6
human4_lib3.final_cell_0274	gamma	9
human4_lib3.final_cell_0275	gamma	9
human4_lib3.final_cell_0276	alpha	3
human4_lib3.final_cell_0277	ductal	6
human4_lib3.final_cell_0278	beta	4
human4_lib3.final_cell_0279	alpha	3
human4_lib3.final_cell_0280	alpha	3
human4_lib3.final_cell_0281	alpha	3
human4_lib3.final_cell_0282	ductal	6
human4_lib3.final_cell_0283	ductal	6
human4_lib3.final_cell_0284	beta	4
human4_lib3.final_cell_0285	beta	4
human4_lib3.final_cell_0286	ductal	6
human4_lib3.final_cell_0287	activated_stellate	2
human4_lib3.final_cell_0288	beta	4
human4_lib3.final_cell_0289	ductal	6
human4_lib3.final_cell_0290	ductal	6
human4_lib3.final_cell_0291	ductal	6
human4_lib3.final_cell_0292	acinar	1
human4_lib3.final_cell_0293	ductal	6
human4_lib3.final_cell_0294	gamma	9
human4_lib3.final_cell_0295	alpha	3
human4_lib3.final_cell_0296	ductal	6
human4_lib3.final_cell_0297	beta	4
human4_lib3.final_cell_0298	ductal	6
human4_lib3.final_cell_0299	gamma	9
human4_lib3.final_cell_0300	beta	4
human4_lib3.final_cell_0301	beta	4
human4_lib3.final_cell_0302	beta	4
human4_lib3.final_cell_0303	delta	5
human4_lib3.final_cell_0304	alpha	3
human4_lib3.final_cell_0305	beta	4
human4_lib3.final_cell_0306	beta	4
human4_lib3.final_cell_0307	beta	4
human4_lib3.final_cell_0308	activated_stellate	2
human4_lib3.final_cell_0309	ductal	6
human4_lib3.final_cell_0310	beta	4
human4_lib3.final_cell_0311	ductal	6
human4_lib3.final_cell_0312	beta	4
human4_lib3.final_cell_0313	beta	4
human4_lib3.final_cell_0314	gamma	9
human4_lib3.final_cell_0315	beta	4
human4_lib3.final_cell_0316	gamma	9
human4_lib3.final_cell_0317	ductal	6
human4_lib3.final_cell_0318	ductal	6
human4_lib3.final_cell_0319	beta	4
human4_lib3.final_cell_0320	beta	4
human4_lib3.final_cell_0321	alpha	3
human4_lib3.final_cell_0322	delta	5
human4_lib3.final_cell_0323	beta	4
human4_lib3.final_cell_0324	alpha	3
human4_lib3.final_cell_0325	ductal	6
human4_lib3.final_cell_0326	delta	5
human4_lib3.final_cell_0327	alpha	3
human4_lib3.final_cell_0328	ductal	6
human4_lib3.final_cell_0329	alpha	3
human4_lib3.final_cell_0330	ductal	6
human4_lib3.final_cell_0331	delta	5
human4_lib3.final_cell_0332	alpha	3
human4_lib3.final_cell_0333	alpha	3
human4_lib3.final_cell_0334	beta	4
human4_lib3.final_cell_0335	ductal	6
human4_lib3.final_cell_0336	ductal	6
human4_lib3.final_cell_0337	ductal	6
human4_lib3.final_cell_0338	beta	4
human4_lib3.final_cell_0339	ductal	6
human4_lib3.final_cell_0340	alpha	3
human4_lib3.final_cell_0341	beta	4
human4_lib3.final_cell_0342	ductal	6
human4_lib3.final_cell_0343	alpha	3
human4_lib3.final_cell_0344	beta	4
human4_lib3.final_cell_0345	gamma	9
human4_lib3.final_cell_0346	delta	5
human4_lib3.final_cell_0347	alpha	3
human4_lib3.final_cell_0348	ductal	6
human4_lib3.final_cell_0349	gamma	9
human4_lib3.final_cell_0350	ductal	6
human4_lib3.final_cell_0351	beta	4
human4_lib3.final_cell_0352	beta	4
human4_lib3.final_cell_0353	beta	4
human4_lib3.final_cell_0354	ductal	6
human4_lib3.final_cell_0355	alpha	3
human4_lib3.final_cell_0356	beta	4
human4_lib3.final_cell_0357	beta	4
human4_lib3.final_cell_0358	beta	4
human4_lib3.final_cell_0359	alpha	3
human4_lib3.final_cell_0360	alpha	3
human4_lib3.final_cell_0361	beta	4
human4_lib3.final_cell_0362	alpha	3
human4_lib3.final_cell_0363	alpha	3
human4_lib3.final_cell_0364	beta	4
human4_lib3.final_cell_0365	beta	4
human4_lib3.final_cell_0366	alpha	3
human4_lib3.final_cell_0367	beta	4
human4_lib3.final_cell_0368	beta	4
human4_lib3.final_cell_0369	alpha	3
human4_lib3.final_cell_0370	beta	4
human4_lib3.final_cell_0371	alpha	3
human4_lib3.final_cell_0372	delta	5
human4_lib3.final_cell_0373	beta	4
human4_lib3.final_cell_0374	beta	4
human4_lib3.final_cell_0375	alpha	3
human4_lib3.final_cell_0376	activated_stellate	2
human4_lib3.final_cell_0377	beta	4
human4_lib3.final_cell_0378	gamma	9
human4_lib3.final_cell_0379	alpha	3
human4_lib3.final_cell_0380	beta	4
human4_lib3.final_cell_0381	beta	4
human4_lib3.final_cell_0382	alpha	3
human4_lib3.final_cell_0383	alpha	3
human4_lib3.final_cell_0384	activated_stellate	2
human4_lib3.final_cell_0385	activated_stellate	2
human4_lib3.final_cell_0386	alpha	3
human4_lib3.final_cell_0387	beta	4
human4_lib3.final_cell_0388	alpha	3
human4_lib3.final_cell_0389	ductal	6
human4_lib3.final_cell_0390	ductal	6
human4_lib3.final_cell_0391	beta	4
human4_lib3.final_cell_0392	beta	4
human4_lib3.final_cell_0393	gamma	9
human4_lib3.final_cell_0394	gamma	9
human4_lib3.final_cell_0395	beta	4
human4_lib3.final_cell_0396	activated_stellate	2
human4_lib3.final_cell_0397	ductal	6
human4_lib3.final_cell_0398	beta	4
human4_lib3.final_cell_0399	alpha	3
human4_lib3.final_cell_0400	ductal	6
human4_lib3.final_cell_0401	alpha	3
human4_lib3.final_cell_0402	beta	4
human4_lib3.final_cell_0403	beta	4
human4_lib3.final_cell_0404	alpha	3
human4_lib3.final_cell_0405	ductal	6
human4_lib3.final_cell_0406	beta	4
human4_lib3.final_cell_0407	alpha	3
human4_lib3.final_cell_0408	alpha	3
human4_lib3.final_cell_0409	gamma	9
human4_lib3.final_cell_0410	delta	5
human4_lib3.final_cell_0411	alpha	3
human4_lib3.final_cell_0412	beta	4
human4_lib3.final_cell_0413	ductal	6
human4_lib3.final_cell_0414	beta	4
human4_lib3.final_cell_0415	beta	4
human4_lib3.final_cell_0416	ductal	6
human4_lib3.final_cell_0417	beta	4
human4_lib3.final_cell_0418	ductal	6
human4_lib3.final_cell_0419	beta	4
human4_lib3.final_cell_0420	beta	4
human4_lib3.final_cell_0421	ductal	6
human4_lib3.final_cell_0422	alpha	3
human4_lib3.final_cell_0423	ductal	6
human4_lib3.final_cell_0424	ductal	6
human4_lib3.final_cell_0425	gamma	9
human4_lib3.final_cell_0426	alpha	3
human4_lib3.final_cell_0427	endothelial	7
human4_lib3.final_cell_0428	ductal	6
human4_lib3.final_cell_0429	beta	4
human4_lib3.final_cell_0430	gamma	9
human4_lib3.final_cell_0431	beta	4
human4_lib3.final_cell_0432	ductal	6
human4_lib3.final_cell_0433	alpha	3
human4_lib3.final_cell_0434	ductal	6
human4_lib3.final_cell_0435	activated_stellate	2
human4_lib3.final_cell_0436	gamma	9
human4_lib3.final_cell_0437	beta	4
human4_lib3.final_cell_0438	alpha	3
human4_lib3.final_cell_0439	ductal	6
human4_lib3.final_cell_0440	beta	4
human4_lib3.final_cell_0441	ductal	6
human4_lib3.final_cell_0442	activated_stellate	2
human4_lib3.final_cell_0443	gamma	9
human4_lib3.final_cell_0444	ductal	6
human4_lib3.final_cell_0445	alpha	3
human4_lib3.final_cell_0446	beta	4
human4_lib3.final_cell_0447	beta	4
human4_lib3.final_cell_0448	ductal	6
human4_lib3.final_cell_0449	beta	4
human4_lib3.final_cell_0450	beta	4
human4_lib3.final_cell_0451	delta	5
human4_lib3.final_cell_0452	gamma	9
human4_lib3.final_cell_0453	ductal	6
human4_lib3.final_cell_0454	beta	4
human4_lib3.final_cell_0455	beta	4
human4_lib3.final_cell_0456	beta	4
human4_lib3.final_cell_0457	beta	4
human4_lib3.final_cell_0458	beta	4
human4_lib3.final_cell_0459	activated_stellate	2
human4_lib3.final_cell_0460	beta	4
human4_lib3.final_cell_0461	alpha	3
human4_lib3.final_cell_0462	ductal	6
human4_lib3.final_cell_0463	beta	4
human4_lib3.final_cell_0464	gamma	9
human4_lib3.final_cell_0465	ductal	6
human4_lib3.final_cell_0466	beta	4
human4_lib3.final_cell_0467	beta	4
human4_lib3.final_cell_0468	alpha	3
human4_lib3.final_cell_0469	activated_stellate	2
human4_lib3.final_cell_0470	beta	4
human4_lib3.final_cell_0471	alpha	3
human4_lib3.final_cell_0472	beta	4
human4_lib3.final_cell_0473	beta	4
human4_lib3.final_cell_0474	alpha	3
human4_lib3.final_cell_0475	ductal	6
human4_lib3.final_cell_0476	beta	4
human4_lib3.final_cell_0477	alpha	3
human4_lib3.final_cell_0478	beta	4
human4_lib3.final_cell_0479	ductal	6
human4_lib3.final_cell_0480	beta	4
human4_lib3.final_cell_0481	delta	5
human4_lib3.final_cell_0482	alpha	3
human4_lib3.final_cell_0483	beta	4
human4_lib3.final_cell_0484	alpha	3
human4_lib3.final_cell_0485	alpha	3
human4_lib3.final_cell_0486	ductal	6
human4_lib3.final_cell_0487	beta	4
human4_lib3.final_cell_0488	alpha	3
human4_lib3.final_cell_0489	beta	4
human4_lib3.final_cell_0490	beta	4
human4_lib3.final_cell_0491	beta	4
human4_lib3.final_cell_0492	beta	4
human4_lib3.final_cell_0493	beta	4
human4_lib3.final_cell_0494	beta	4
human4_lib3.final_cell_0495	alpha	3
human4_lib3.final_cell_0496	ductal	6
human4_lib3.final_cell_0497	endothelial	7
human4_lib3.final_cell_0498	alpha	3
human4_lib3.final_cell_0499	delta	5
human4_lib3.final_cell_0500	beta	4
human4_lib3.final_cell_0501	alpha	3
human4_lib3.final_cell_0502	beta	4
human4_lib3.final_cell_0503	beta	4
human4_lib3.final_cell_0504	alpha	3
human4_lib3.final_cell_0505	beta	4
human4_lib3.final_cell_0506	beta	4
human4_lib3.final_cell_0507	ductal	6
human4_lib3.final_cell_0508	beta	4
human4_lib3.final_cell_0509	alpha	3
human4_lib3.final_cell_0510	ductal	6
human4_lib3.final_cell_0511	beta	4
human4_lib3.final_cell_0512	beta	4
human4_lib3.final_cell_0513	gamma	9
human4_lib3.final_cell_0514	beta	4
human4_lib3.final_cell_0515	beta	4
human4_lib3.final_cell_0516	ductal	6
human4_lib3.final_cell_0517	ductal	6
human4_lib3.final_cell_0518	beta	4
human4_lib3.final_cell_0519	beta	4
human4_lib3.final_cell_0520	alpha	3
human4_lib3.final_cell_0521	alpha	3
human4_lib3.final_cell_0522	alpha	3
human4_lib3.final_cell_0523	alpha	3
human4_lib3.final_cell_0524	activated_stellate	2
human4_lib3.final_cell_0525	alpha	3
human4_lib3.final_cell_0526	alpha	3
human4_lib3.final_cell_0527	alpha	3
human4_lib3.final_cell_0528	alpha	3
human4_lib3.final_cell_0529	gamma	9
human4_lib3.final_cell_0530	ductal	6
human4_lib3.final_cell_0531	alpha	3
human4_lib3.final_cell_0532	alpha	3
human4_lib3.final_cell_0533	beta	4
human4_lib3.final_cell_0534	beta	4
human4_lib3.final_cell_0535	beta	4
human4_lib3.final_cell_0536	ductal	6
human4_lib3.final_cell_0537	alpha	3
human4_lib3.final_cell_0538	alpha	3
human4_lib3.final_cell_0539	beta	4
human4_lib3.final_cell_0540	alpha	3
human4_lib3.final_cell_0541	alpha	3
